disorder_id,orpha_code,name,disorder_type,disorder_group,prevalence_type,prevalence_qualification,prevalence_class,val_moy,prevalence_geographic,prevalence_validation_status,source
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.25,Portugal,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.537,Romania,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.107,Romania,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.76,Slovakia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.968,Slovakia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.756,Slovenia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.167,Slovenia,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.864,Spain,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.193,Spain,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.667,Sweden,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.141,Sweden,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.316,United Kingdom,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.078,United Kingdom,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,3.222,Brazil,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.672,Brazil,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.215,Canada,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.076,Canada,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,7.108,Japan,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.43,Japan,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.569,Russian Federation,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.93,Russian Federation,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.822,"Korea, Republic of",Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.997,"Korea, Republic of",Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.852,"Taiwan, Province of China",Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,1.001,"Taiwan, Province of China",Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.842,United States,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.991,United States,Validated,35854312[PMID]
11717,85443,AL amyloidosis,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,6.0,Argentina,Validated,31343332[PMID]
11716,85442,Short stature-pituitary and cerebellar defects-small sella turcica syndrome,Disease,Disorder,Cases/families,Family(ies),,5.0,Worldwide,Validated,11567216[PMID]_17527005[PMID]_18073311[PMID]
11716,85442,Short stature-pituitary and cerebellar defects-small sella turcica syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_11567216[PMID]_17527005[PMID]_18073311[PMID]
11719,85446,Wild type ABeta2M amyloidosis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.5,Europe,Validated,European Medicines Agency 2012[INST]
11718,85445,AA amyloidosis,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
11713,85436,Psoriasis-related juvenile idiopathic arthritis,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,24210707[PMID]
11712,85435,Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,4.2,Europe,Not yet validated,ORPHANET
11715,85438,Enthesitis-related juvenile idiopathic arthritis,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,5.7,Europe,Not yet validated,ORPHANET
11725,85458,Cerebral Amyloid Angiopathy,Disease,Disorder,Cases/families,Case(s),,350.0,Worldwide,Validated,[EXPERT]
11725,85458,Cerebral Amyloid Angiopathy,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11724,85453,X-linked reticulate pigmentary disorder,Disease,Disorder,Cases/families,Family(ies),,6.0,Worldwide,Validated,ORPHANET
11724,85453,X-linked reticulate pigmentary disorder,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Not yet validated,ORPHANET
11727,86788,X-linked severe congenital neutropenia,Disease,Disorder,Cases/families,Case(s),,45.0,Worldwide,Validated,16804117[PMID]_11242115[PMID]
11727,86788,X-linked severe congenital neutropenia,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11726,86309,DPAGT1-CDG,Disease,Disorder,Cases/families,Case(s),,18.0,Worldwide,Validated,26033833 [PMID]
11726,86309,DPAGT1-CDG,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_26033833 [PMID]
11721,85448,AGel amyloidosis,Disease,Disorder,Cases/families,Case(s),,475.0,Worldwide,Validated,9547007[PMID]_17097682[PMID]_14639586[PMID]_20229579[PMID]_22068858[PMID]_2262277[PMID]_10729296[PMID]_[EXPERT]
11721,85448,AGel amyloidosis,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,6-9 / 10 000,90.0,Portugal,Validated,8825887[PMID]_24572009[PMID]
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.1,Japan,Validated,[EXPERT]_23425518[PMID]
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Annual incidence,Value and class,1-9 / 100 000,3.75,Sweden,Not yet validated,8406517[PMID]
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,6-9 / 10 000,97.5,Sweden,Not yet validated,8406517[PMID]
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.69,Cyprus,Validated,19291512[PMID]
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 100 000,3.7,Cyprus,Validated,19291512[PMID]
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11720,85447,ATTRV30M amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-9 / 100 000,3.0,Spain,Validated,3210815[PMID]_12855135[PMID]_24572009[PMID]
11723,85451,ATTRV122I amyloidosis,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11722,85450,Hereditary amyloidosis with primary renal involvement,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11732,86812,POMT1-related limb-girdle muscular dystrophy R11,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe,Not yet validated,ORPHANET
11733,86813,Helicoid peripapillary chorioretinal degeneration,Disease,Disorder,Cases/families,Case(s),,100.0,Worldwide,Validated,ORPHANET
11733,86813,Helicoid peripapillary chorioretinal degeneration,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11734,86814,Benign adult familial myoclonic epilepsy,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,2.8,Japan,Validated,15508931[PMID]
11734,86814,Benign adult familial myoclonic epilepsy,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11728,86789,Isolated patella aplasia/hypoplasia,Morphological anomaly,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_11857555[PMID]
11728,86789,Isolated patella aplasia/hypoplasia,Morphological anomaly,Disorder,Cases/families,Family(ies),,5.0,Worldwide,Validated,11857555[PMID]
11731,86797,Atypical lichen myxedematosus,Disease,Disorder,Cases/families,Case(s),,20.0,Worldwide,Validated,[EXPERT]
11731,86797,Atypical lichen myxedematosus,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11740,86820,Familial avascular necrosis of femoral head,Disease,Disorder,Annual incidence,Value and class,1-9 / 100 000,5.0,United States,Validated,[EXPERT]
11740,86820,Familial avascular necrosis of femoral head,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
11741,86821,Lissencephaly type 3-familial fetal akinesia sequence syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,8779318[PMID]
11741,86821,Lissencephaly type 3-familial fetal akinesia sequence syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8779318[PMID]
11742,86822,Lissencephaly type 3-metacarpal bone dysplasia syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,11170088[PMID]
11742,86822,Lissencephaly type 3-metacarpal bone dysplasia syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_11170088[PMID]
11743,86823,Lissencephaly with cerebellar hypoplasia,Clinical group,Group of disorders,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,18521588[PMID]
11736,86816,Congenital analbuminemia,Disease,Disorder,Cases/families,Case(s),,50.0,Worldwide,Validated,ORPHANET
11736,86816,Congenital analbuminemia,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
11737,86817,Hemolytic anemia due to adenylate kinase deficiency,Disease,Disorder,Cases/families,Family(ies),,7.0,Worldwide,Validated,10233365[PMID]
11737,86817,Hemolytic anemia due to adenylate kinase deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_10233365[PMID]
11738,86818,Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,Disease,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,7923864[PMID]_9598718[PMID]
11738,86818,Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET
26906,512034,Large granular lymphocyte leukemia,Clinical group,Group of disorders,Annual incidence,Value and class,<1 / 1 000 000,0.02,United States,Validated,27494824[PMID]
11751,86843,Acute panmyelosis with myelofibrosis,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.06,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11750,86841,Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality,Disease,Disorder,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11749,86839,Myelodysplastic neoplasm with increased blasts,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11749,86839,Myelodysplastic neoplasm with increased blasts,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.15,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11748,86836,Refractory cytopenia with multilineage dysplasia,Clinical group,Group of disorders,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11747,86834,Juvenile myelomonocytic leukemia,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.1,Europe,Validated,European Medicines Agency[INST]
11745,86830,"Chronic myeloproliferative disease, unclassifiable",Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.53,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11744,86829,Chronic neutrophilic leukemia,Disease,Disorder,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11759,86855,Plasmacytoma,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11759,86855,Plasmacytoma,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.34,United States,Validated,19016727[PMID]_SEER Surveillance Epidemiology and End Results 1992-2004[INST]
26926,512260,Congenital cerebellar ataxia due to RNU12 mutation,Disease,Disorder,Cases/families,Case(s),,6.0,Worldwide,Validated,27863452[PMID]
26926,512260,Congenital cerebellar ataxia due to RNU12 mutation,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_27863452[PMID]
11758,86854,Splenic marginal zone lymphoma,Disease,Disorder,Point prevalence,Value and class,1-9 / 1 000 000,0.5,Europe,Validated,European Medecines Agency 2013[INST]
11757,86852,B-cell prolymphocytic leukemia,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.05,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11755,86850,Myeloid sarcoma,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11755,86850,Myeloid sarcoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.02,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11754,86849,Acute basophilic leukemia,Disease,Disorder,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11753,86846,Therapy related acute myeloid leukemia and myelodysplastic syndrome,Category,Group of disorders,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11752,86845,Acute myeloid leukaemia with myelodysplasia-related features,Disease,Disorder,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11766,86872,T-cell large granular lymphocyte leukemia,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.4,Europe,Validated,[EXPERT]
11766,86872,T-cell large granular lymphocyte leukemia,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11767,86873,Aggressive NK-cell leukemia,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Europe,Not yet validated,ORPHANET
11764,86870,Blastic plasmacytoid dendritic cell neoplasm,Disease,Disorder,Point prevalence,Value and class,1-5 / 10 000,12.0,Europe,Validated,European Medicines Agency 2015[INST]
11764,86870,Blastic plasmacytoid dendritic cell neoplasm,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.03,United States,Validated,36946176[PMID]
11765,86871,T-cell prolymphocytic leukemia,Disease,Disorder,Annual incidence,Class only,Unknown,0.0,Worldwide,Validated,[WHO Classification of Tumours ]
11765,86871,T-cell prolymphocytic leukemia,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,[WHO Classification of Tumours ]
11762,86867,Nodal marginal zone B-cell lymphoma,Disease,Disorder,Point prevalence,Value and class,1-9 / 100 000,1.0,Europe,Validated,European Medecines Agency 2013[INST]
11761,86864,Heavy chain disease,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
11761,86864,Heavy chain disease,Disease,Disorder,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11774,86886,Angioimmunoblastic T-cell lymphoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.05,United States,Validated,16150940[PMID]
11775,86893,Nodular lymphocyte predominant Hodgkin lymphoma,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.12,Worldwide,Validated,[EXPERT]
11775,86893,Nodular lymphocyte predominant Hodgkin lymphoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.095,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
11775,86893,Nodular lymphocyte predominant Hodgkin lymphoma,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
11775,86893,Nodular lymphocyte predominant Hodgkin lymphoma,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.041,Austria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
